ballot_ID,Precinct,Ward,WardPrecinct,invalid,rank1,rank10,rank11,rank12,rank13,rank14,rank15,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"001002-00-10220000247912, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,,
"001002-00-10220000263029, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Adriane Musgrave,Alanna Mallon,Risa Mednick,Quinton Zondervan,Patricia Nolan,John Pitkin,Ben Simon,Craig Kelley
"001002-00-10220000265641, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Alanna Mallon,John Pitkin,,,,
"001002-00-10220000272993, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,,,,,
"001002-00-10220000290076, 1",2,10,10-2,False,Dennis Carlone,Nicola Williams,Quinton Zondervan,,,,,Ilan Levy,Charles Franklin,Craig Kelley,Derek Kopon,Jeffery McNary,Patricia Nolan,John Pitkin,Denise Simmons
"001002-00-10220000293350, 1",2,10,10-2,False,Dennis Carlone,Nicola Williams,Adriane Musgrave,Derek Kopon,Risa Mednick,John Pitkin,Jivan Sobrinho-Wheeler,Denise Simmons,Patricia Nolan,Sumbul Siddiqui,Quinton Zondervan,Ben Simon,Alanna Mallon,Craig Kelley,Ilan Levy
"001002-00-10220000295925, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Timothy Toomey,,,,,,
"001002-00-10220000299045, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Derek Kopon,Patricia Nolan,Alanna Mallon,,,,
"001002-00-10220000327870, 1",2,10,10-2,False,Dennis Carlone,,,,,,,John Pitkin,Charles Franklin,Quinton Zondervan,,,,,
"001002-00-10220000335253, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,John Pitkin,Nicola Williams,Quinton Zondervan,,,,
"001002-00-10220000338992, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Nicola Williams,Patricia Nolan,John Pitkin,Ben Simon,,
"001002-00-10220000339428, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,John Pitkin,Patricia Nolan,Ben Simon,Nicola Williams,Derek Kopon,
"001002-00-10220000363343, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,,,,,,
"001002-00-10220000367314, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Derek Kopon,Jivan Sobrinho-Wheeler,Adriane Musgrave,,,,
"001002-00-10220000372154, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Nicola Williams,Patricia Nolan,Craig Kelley,Sumbul Siddiqui,Charles Franklin,,
"001002-00-10220000379695, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Derek Kopon,Nicola Williams,Quinton Zondervan,John Pitkin,Ben Simon,
"001002-00-10220000391710, 1",2,10,10-2,False,Dennis Carlone,Risa Mednick,Charles Franklin,,,,,Nicola Williams,Quinton Zondervan,Patricia Nolan,Craig Kelley,Derek Kopon,John Pitkin,Jivan Sobrinho-Wheeler,Ben Simon
"001002-00-10220000392262, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Marc McGovern,Alanna Mallon,Sumbul Siddiqui,Adriane Musgrave,,,
"001002-00-10220000401687, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,Quinton Zondervan,,,,,
"001002-00-10220000402588, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Alanna Mallon,Craig Kelley,,,,,
"001002-00-10220000412198, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Ben Simon,Nicola Williams,Patricia Nolan,Charles Franklin,Quinton Zondervan,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,
"001002-00-10220000413804, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"001002-00-10220000416986, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Nicola Williams,John Pitkin,Quinton Zondervan,Ben Simon,Derek Kopon,,
"001002-00-10220000426690, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,,,,,
"001002-00-10220000439034, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Nicola Williams,John Pitkin,Ben Simon,Derek Kopon,,
"001002-00-10220000440811, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,John Pitkin,,,,
"001002-00-10220000454767, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,,,,,,
"001002-00-10220000459656, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Denise Simmons,Alanna Mallon,John Pitkin,Nicola Williams,
"001002-00-10220000465901, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Ben Simon,Patricia Nolan,Nicola Williams,Charles Franklin,Quinton Zondervan,Jivan Sobrinho-Wheeler,,
"001002-00-10220000467113, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Sumbul Siddiqui,Denise Simmons,Timothy Toomey
"001002-00-10220000471896, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Nicola Williams,John Pitkin,Adriane Musgrave,Patricia Nolan,Jivan Sobrinho-Wheeler,Risa Mednick,,
"001002-00-10220000484002, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Risa Mednick,Patricia Nolan,Jivan Sobrinho-Wheeler,Nicola Williams,Quinton Zondervan,,
"001002-00-10220000484799, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Nicola Williams,Ben Simon,John Pitkin,Derek Kopon,Alanna Mallon,
"001002-00-10220000486663, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,,,,,,,
"001002-00-10220000490047, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Nicola Williams,Patricia Nolan,Denise Simmons,Ben Simon,,
"001002-00-10220000513572, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,Craig Kelley,Quinton Zondervan,John Pitkin,Nicola Williams,Ben Simon,
"001002-00-10220000533774, 1",2,10,10-2,False,Dennis Carlone,Charles Franklin,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Derek Kopon,Ben Simon,John Pitkin,Nicola Williams,Ilan Levy
"001002-00-10220000539108, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Nicola Williams,Derek Kopon,John Pitkin,Denise Simmons,
"001002-00-10220000541454, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,John Pitkin,Sumbul Siddiqui,Alanna Mallon,Derek Kopon,
"001002-00-10220000546966, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Nicola Williams,John Pitkin,Derek Kopon,Quinton Zondervan,,
"001002-00-10220000557444, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Alanna Mallon,Marc McGovern,,,,,
"001002-00-10220000558227, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Derek Kopon,Nicola Williams,Quinton Zondervan,John Pitkin,Ben Simon,
"001002-00-10220000562851, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Patricia Nolan,Craig Kelley,Quinton Zondervan,Ben Simon,John Pitkin,Nicola Williams,
"001002-00-10220000563063, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Sumbul Siddiqui,Patricia Nolan,Craig Kelley,,,,
"001002-00-10220000572706, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Patricia Nolan,Derek Kopon,Nicola Williams,John Pitkin,,
"001002-00-10220000576438, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Quinton Zondervan
"001002-00-10220000582792, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Patricia Nolan,Ben Simon,Quinton Zondervan,John Pitkin,,,
"001002-00-10220000583564, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,John Pitkin,Patricia Nolan,,,,,
"001002-00-10220000584747, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,,,,,,,
"001002-00-10220000588153, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Denise Simmons,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Nicola Williams,
"001002-00-10220000596402, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,,,,,
"001002-00-10220000613347, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Adriane Musgrave,Patricia Nolan,Sumbul Siddiqui,Denise Simmons,John Pitkin,Marc McGovern,Craig Kelley
"001002-00-10220000614269, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Craig Kelley,Marc McGovern,,,,,
"001002-00-10220000619553, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,John Pitkin,Charles Franklin,Nicola Williams,Derek Kopon,Ilan Levy
"001002-00-10220000627361, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sukia Akiba,Sumbul Siddiqui,Alanna Mallon,,,,,
"001002-00-10220000643623, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,Derek Kopon,John Pitkin,Ben Simon,Nicola Williams,
"001002-00-10220000645007, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Burhan Azeem,Timothy Toomey,,,,,
"001002-00-10220000666204, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,,,,,,
"001002-00-10220000669786, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,Risa Mednick,Nicola Williams,Sumbul Siddiqui,,
"001002-00-10220000670003, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Nicola Williams,Derek Kopon,Ben Simon,John Pitkin,,
"001002-00-10220000676770, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Derek Kopon,Quinton Zondervan,,,,
"001002-00-10220000689435, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Patricia Nolan,Craig Kelley,Quinton Zondervan,,,,
"001002-00-10220000701172, 1",2,10,10-2,False,Dennis Carlone,,,,,,,John Pitkin,Derek Kopon,Quinton Zondervan,Patricia Nolan,Craig Kelley,Nicola Williams,Ben Simon,
"001002-00-10220000716589, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"001002-00-10220000728705, 1",2,10,10-2,False,Dennis Carlone,,,,,,,,,,,,,,
"001002-00-10220000739750, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,Nicola Williams,John Pitkin,Ben Simon,
"001002-00-10220000743639, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Quinton Zondervan,Nicola Williams,
"001002-00-10220000744217, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Craig Kelley,John Pitkin,Derek Kopon,,,
"001002-00-10220000755830, 1",2,10,10-2,False,Dennis Carlone,Sumbul Siddiqui,,,,,,Craig Kelley,Quinton Zondervan,John Pitkin,Patricia Nolan,Ben Simon,Derek Kopon,Nicola Williams,Risa Mednick
"001002-00-10220000757094, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Nicola Williams,Quinton Zondervan,Derek Kopon,Ben Simon,John Pitkin,
"001002-00-10220000767289, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,Quinton Zondervan,,,,,
"001002-00-10220000793215, 1",2,10,10-2,False,Dennis Carlone,Nicola Williams,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,Adriane Musgrave,Sumbul Siddiqui,Quinton Zondervan,John Pitkin,Ben Simon
"001002-00-10220000797748, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Nicola Williams,,,,,,,
"001002-00-10220000807472, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Quinton Zondervan,Alanna Mallon,Adriane Musgrave,Jivan Sobrinho-Wheeler,,,
"001002-00-10220000815932, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,John Pitkin,Nicola Williams,Quinton Zondervan,,,,
"001002-00-10220000826124, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Quinton Zondervan,,,,
"001002-00-10220000832009, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,Nicola Williams,Adriane Musgrave,Ben Simon,
"001002-00-10220000840456, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,Craig Kelley,Quinton Zondervan,Nicola Williams,John Pitkin,Ben Simon,
"001002-00-10220000845968, 1",2,10,10-2,False,Dennis Carlone,Adriane Musgrave,,,,,,Derek Kopon,Quinton Zondervan,Nicola Williams,Patricia Nolan,Craig Kelley,John Pitkin,Ben Simon,Sumbul Siddiqui
"001002-00-10220000852588, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Charles Franklin,Risa Mednick,Nicola Williams,,,,,
"001002-00-10220000855559, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Derek Kopon,Patricia Nolan,,,,,
"001002-00-10220000858394, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Derek Kopon,Craig Kelley,Quinton Zondervan,Nicola Williams,John Pitkin,Patricia Nolan,Ben Simon,
"001002-00-10220000866647, 1",2,10,10-2,False,Dennis Carlone,Ilan Levy,Sumbul Siddiqui,Alanna Mallon,Patricia Nolan,,,John Pitkin,Quinton Zondervan,Derek Kopon,Risa Mednick,Craig Kelley,Jivan Sobrinho-Wheeler,Nicola Williams,Charles Franklin
"001002-00-10220000879817, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,John Pitkin,Craig Kelley,,,,
"001002-00-10220000887790, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Adriane Musgrave,Jivan Sobrinho-Wheeler,Derek Kopon,Gregg Moree,John Pitkin,,,
"001002-00-10220000913262, 1",2,10,10-2,False,Dennis Carlone,Nicola Williams,Charles Franklin,Risa Mednick,Jivan Sobrinho-Wheeler,Derek Kopon,Ben Simon,Sumbul Siddiqui,Patricia Nolan,Marc McGovern,Denise Simmons,Quinton Zondervan,Alanna Mallon,John Pitkin,Craig Kelley
"001002-00-10220000927846, 1",2,10,10-2,False,Dennis Carlone,,,,,,,John Pitkin,Nicola Williams,Risa Mednick,Patricia Nolan,Derek Kopon,,,
"001002-00-10220000930460, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Timothy Toomey,Marc McGovern,Craig Kelley,Charles Franklin,,,,
"001002-00-10220000943298, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Derek Kopon,John Pitkin,Nicola Williams,Patricia Nolan,Craig Kelley,Ben Simon,
"001002-00-10220000951144, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Derek Kopon,John Pitkin,Nicola Williams,Ben Simon,Craig Kelley,
"001002-00-10220000956574, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,,,,,,,
"001002-00-10220000957827, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Alanna Mallon,Timothy Toomey,Marc McGovern,,,,,
"001002-00-10220000958457, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Nicola Williams,Ben Simon,Quinton Zondervan,Derek Kopon,John Pitkin,Craig Kelley,Patricia Nolan,
"001002-00-10220000962235, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Risa Mednick,Jivan Sobrinho-Wheeler,Charles Franklin,Nicola Williams,,
"001002-00-10220000963399, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,John Pitkin,Derek Kopon,Craig Kelley,Denise Simmons,,
"001002-00-10220000967318, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Nicola Williams,Derek Kopon,Craig Kelley,Ben Simon,John Pitkin,
"001002-00-10220000974240, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Quinton Zondervan,Craig Kelley,Alanna Mallon,Sumbul Siddiqui,Derek Kopon,,,
"001002-00-10220000978271, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Quinton Zondervan,John Pitkin,Denise Simmons,Patricia Nolan,Derek Kopon,Craig Kelley,
"001002-00-10220000987819, 1",2,10,10-2,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Derek Kopon,,,,,
"001003-00-00310000051374, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,Derek Kopon,John Pitkin,Nicola Williams,Ben Simon,Ilan Levy
"001003-00-00310000072427, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,John Pitkin,Derek Kopon,Ben Simon,Quinton Zondervan,Nicola Williams,
"001003-00-00310000089156, 1",3,10,10-3,False,Dennis Carlone,,,,,,,,,,,,,,
"001003-00-00310000103454, 1",3,10,10-3,False,Dennis Carlone,Gregg Moree,Adriane Musgrave,Marc McGovern,Alanna Mallon,Jeffery McNary,Risa Mednick,Charles Franklin,Burhan Azeem,Sukia Akiba,Craig Kelley,Ilan Levy,Derek Kopon,John Pitkin,Patricia Nolan
"001003-00-00310000109483, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,,,,,
"001003-00-00310000111585, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Alanna Mallon,,,,,
"001003-00-00310000115474, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Marc McGovern,Craig Kelley,Patricia Nolan,Quinton Zondervan,Nicola Williams,Ben Simon,John Pitkin,Derek Kopon
"001003-00-00310000115536, 1",3,10,10-3,False,Dennis Carlone,Adriane Musgrave,Patricia Nolan,Ben Simon,Jivan Sobrinho-Wheeler,Craig Kelley,Denise Simmons,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Quinton Zondervan,Burhan Azeem,Charles Franklin,Derek Kopon,Risa Mednick
"001003-00-00310000121416, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,,,,,,
"001003-00-00310000146742, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,John Pitkin,Patricia Nolan,Derek Kopon,Ben Simon,Nicola Williams,Quinton Zondervan,
"001003-00-00310000151173, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Denise Simmons,,,,,,
"001003-00-00310000174188, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Derek Kopon,Quinton Zondervan,John Pitkin,Craig Kelley,Nicola Williams,Ben Simon,
"001003-00-00310000175773, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Alanna Mallon,Craig Kelley,Denise Simmons,Quinton Zondervan,Nicola Williams,Adriane Musgrave,Marc McGovern
"001003-00-00310000206860, 1",3,10,10-3,False,Dennis Carlone,Nicola Williams,Sukia Akiba,Burhan Azeem,,,,Patricia Nolan,Denise Simmons,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,Ben Simon,Timothy Toomey,John Pitkin,Quinton Zondervan
"001003-00-00310000221731, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Quinton Zondervan,Jivan Sobrinho-Wheeler,Patricia Nolan,Charles Franklin,Ben Simon,Nicola Williams,
"001003-00-00310000230970, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Denise Simmons,Nicola Williams,Craig Kelley,,,
"001003-00-00310000239708, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,John Pitkin,Nicola Williams,Derek Kopon,Ben Simon,
"001003-00-00310000248276, 1",3,10,10-3,False,Dennis Carlone,Sumbul Siddiqui,Denise Simmons,Marc McGovern,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,Alanna Mallon,Derek Kopon,John Pitkin,Ben Simon,Nicola Williams
"001003-00-00310000331664, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Craig Kelley,Derek Kopon,Ben Simon,John Pitkin,Nicola Williams,
"001003-00-00310000357582, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,,,,,,
"001003-00-00310000366167, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Marc McGovern,Timothy Toomey,John Pitkin,Derek Kopon,Patricia Nolan,,
"001003-00-00310000398863, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,Sumbul Siddiqui,,,,
"001003-00-00310000416476, 1",3,10,10-3,False,Dennis Carlone,Quinton Zondervan,Ilan Levy,Alanna Mallon,Adriane Musgrave,Gregg Moree,Derek Kopon,Jeffery McNary,Denise Simmons,Craig Kelley,Marc McGovern,Patricia Nolan,Sumbul Siddiqui,Nicola Williams,Timothy Toomey
"001003-00-00310000454984, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Derek Kopon,Nicola Williams,Ben Simon,Ilan Levy,
"001003-00-00310000474547, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Charles Franklin,Patricia Nolan,Craig Kelley,Quinton Zondervan,Sukia Akiba,,,
"001003-00-00310000481991, 1",3,10,10-3,False,Dennis Carlone,Jivan Sobrinho-Wheeler,Sumbul Siddiqui,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,John Pitkin,Nicola Williams,Derek Kopon,Ben Simon,Denise Simmons
"001003-00-00310000486388, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,
"001003-00-00310000534436, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Quinton Zondervan,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon,Nicola Williams,Jivan Sobrinho-Wheeler
"001003-00-00310000537875, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Nicola Williams,Ilan Levy,John Pitkin,Jivan Sobrinho-Wheeler,,
"001003-00-00310000676874, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Nicola Williams,,,,,,,
"001003-00-00310000760820, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Quinton Zondervan,Patricia Nolan,Craig Kelley,Derek Kopon,Gregg Moree,Risa Mednick,Charles Franklin,
"001003-00-00310000786183, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Sumbul Siddiqui,Craig Kelley,Charles Franklin,Nicola Williams,Jivan Sobrinho-Wheeler,
"001003-00-00310000789030, 1",3,10,10-3,False,Dennis Carlone,Nicola Williams,Charles Franklin,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,John Pitkin,Sumbul Siddiqui,Derek Kopon,Risa Mednick,Denise Simmons
"001003-00-00310000793911, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Nicola Williams,Denise Simmons,Sukia Akiba,,,,,
"001003-00-00310000811447, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Craig Kelley,Nicola Williams,,,,
"001003-00-00310000840008, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Patricia Nolan,Quinton Zondervan,Ben Simon,Derek Kopon,Nicola Williams,John Pitkin,Denise Simmons
"001003-00-00310000860509, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Alanna Mallon,Craig Kelley,Sumbul Siddiqui,,,,,
"001003-00-00310000899669, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,John Pitkin,Quinton Zondervan,Craig Kelley,,,,
"001003-00-00310000911046, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Quinton Zondervan,Nicola Williams,John Pitkin,Derek Kopon,Ben Simon,Craig Kelley,Ilan Levy
"001003-00-00310000912403, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Marc McGovern,Sumbul Siddiqui,Quinton Zondervan,Jivan Sobrinho-Wheeler,Adriane Musgrave,,,
"001003-00-00310000940890, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Craig Kelley,Alanna Mallon,Marc McGovern,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Quinton Zondervan,
"001003-00-00310000952727, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Sumbul Siddiqui,Jivan Sobrinho-Wheeler,Quinton Zondervan,Marc McGovern,,,,
"001003-00-00310000972998, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Denise Simmons,,,,,,,
"001003-00-00660000438913, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Nicola Williams,,,,,,
"001003-00-00660000499552, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Nicola Williams,Patricia Nolan,Craig Kelley,Quinton Zondervan,Risa Mednick,Derek Kopon,Ben Simon,
"001003-00-00660000580822, 1",3,10,10-3,False,Dennis Carlone,Burhan Azeem,Craig Kelley,Jeffery McNary,Jivan Sobrinho-Wheeler,John Pitkin,Derek Kopon,Denise Simmons,Sumbul Siddiqui,Adriane Musgrave,Patricia Nolan,Alanna Mallon,Nicola Williams,Quinton Zondervan,Sukia Akiba
"001003-00-00660000804190, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Marc McGovern,Alanna Mallon,Patricia Nolan,Sumbul Siddiqui,Denise Simmons,Quinton Zondervan,Craig Kelley,John Pitkin
"001003-00-00660000815284, 1",3,10,10-3,False,Dennis Carlone,,,,,,,Patricia Nolan,Craig Kelley,Quinton Zondervan,Nicola Williams,Ben Simon,Derek Kopon,Marc McGovern,Sumbul Siddiqui
"000502-00-00150000003935, 1",2,5,5-2,False,Dennis Carlone,Jeffery McNary,Adriane Musgrave,Risa Mednick,Burhan Azeem,Jivan Sobrinho-Wheeler,John Pitkin,Craig Kelley,Alanna Mallon,Marc McGovern,Patricia Nolan,Sumbul Siddiqui,Timothy Toomey,Nicola Williams,Quinton Zondervan
