id,name,party_name,council_id,council_name,election,cand_ward_id,map_ward_id,ward_name,contested,elected,status,occurred_on_count,first_prefs,transfers02,total_votes02,transfers03,total_votes03,transfers04,total_votes04,transfers05,total_votes05,transfers06,total_votes06,transfers07,total_votes07,transfers08,total_votes08,transfers09,total_votes09,transfers10,total_votes10,transfers11,total_votes11,transfers12,total_votes12,transfers13,total_votes13,electorate,total_poll,valid_poll,rejected,quota,seats,candidates
20512,"Marion Robertson","Scottish Green Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,0,Excluded,5,209,93.08475,302.08475,3.19626,305.28101,18.18637,323.46738,53.57694,377.04432,-377.04432,0,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
72799,"Denis Coyne","Conservative and Unionist Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,1,Elected,1,1008,0,1008,-179,829,0,829,0,829,0,829,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
85980,"Les Calderwood",Independent,clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,0,Excluded,3,75,6.7698,81.7698,3.01869,84.78849,-84.78849,0,0,0,0,0,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
85981,"Neil Gault","Conservative and Unionist Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,0,"Not elected",,229,3.19685,232.19685,151.99992,384.19677,20.71595,404.91272,11.59813,416.51085,18.32202,434.83287,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
85982,"Scott Harrison","Scottish National Party (SNP)",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,1,Elected,1,1021,-192,829,0,829,0,829,0,829,0,829,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
85984,"Angus James MacDonald Myles","Liberal Democrats",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002879,S13002879,"Clackmannanshire East",1,0,Excluded,4,123,12.59935,135.59935,4.79439,140.39374,12.91929,153.31303,-153.31303,0,0,0,,,,,,,,,,,,,,,7004,3361,3315,46,829,3,7
20491,"Martha Benny","Conservative and Unionist Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,1,Elected,1,884,0,884,-78,806,0,806,0,806,0,806,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
21791,"Donald Balsillie","Scottish National Party (SNP)",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,1,Elected,1,1062,-256,806,0,806,0,806,0,806,0,806,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
73804,"Eva Comrie","Alba Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,0,Excluded,3,84,8.91885,92.91885,1.67637,94.59522,-94.59522,0,0,0,0,0,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
85956,"Clare Pauline Andrews","Scottish Green Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,0,"Not elected",,231,21.93555,252.93555,2.91159,255.84714,13.4821,269.32924,17.58324,286.91248,39.40652,326.319,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
85957,"Gordon Alexander Bruce","Liberal Democrats",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,0,Excluded,5,128,4.3389,132.3389,16.05786,148.39676,0.08823,148.48499,1.28621,149.7712,-149.7712,0,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
85958,"William Keogh","Labour Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,1,Elected,6,754,9.642,763.642,20.46936,784.11136,5.57033,789.68169,5.00098,794.68267,56.92562,851.60829,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
85959,"Fiona Law","Scottish National Party (SNP)",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,1,Elected,4,605,193.8042,798.8042,0.8823,799.6865,47.92586,847.61236,-41.61236,806,0,806,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
85960,"Ian Millar",Independent,clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002876,S13002876,"Clackmannanshire North",1,0,"Not elected",,280,4.821,284.821,12.44043,297.26143,11.97053,309.23196,4.45936,313.69132,30.80934,344.50066,,,,,,,,,,,,,,,8643,4139,4028,111,806,4,8
21786,"Jane McTaggart","Scottish National Party (SNP)",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,1,Elected,7,314,104.61232,418.61232,53.83143,472.44375,8.70684,481.15059,24.88762,506.03821,12.97516,519.01337,65.37171,584.38508,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
22572,"Janine Rennie","Labour Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,1,Elected,5,288,2.65065,290.65065,14.53013,305.18078,163.35342,468.5342,288.53013,757.06433,-156.06433,601,0,601,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
72807,"Carolynne Hunter","Labour Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,0,Excluded,4,320,3.71091,323.71091,8.7671,332.47801,37.17671,369.65472,-369.65472,0,0,0,0,0,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
85966,"Wendy Hamilton","Scottish National Party (SNP)",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,1,Elected,1,730,-129,601,0,601,0,601,0,601,0,601,0,601,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
85967,"John Robert Hosie","Scottish Green Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,0,Excluded,2,109,10.42589,119.42589,-119.42589,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
85968,"Kate Mason","Conservative and Unionist Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,0,Excluded,6,416,1.23697,417.23697,9.17671,426.41368,10.17671,436.59039,18,454.59039,21.68112,476.27151,-476.27151,0,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
85969,"Huw Sherrard","Labour Party",clackmannanshire,Clackmannanshire,local.clackmannanshire.2022-05-05,gss-S13002877,S13002877,"Clackmannanshire Central",1,0,Excluded,3,225,1.59039,226.59039,7,233.59039,-233.59039,0,0,0,0,0,0,0,,,,,,,,,,,,,6301,2497,2402,95,601,3,7
8734,"Ranald Fraser","Conservative and Unionist Party",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003138,S13003138,"Sgìr' Ùige agus Càrlabhagh",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
21867,"John Norman Macleod",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
21868,"Kenneth Macleod","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
85643,"Donald John Macleod",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
85644,"Finlay John Macleod","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
85645,"Donald Macsween",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
85646,"Dorothy Morrison",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13002608,S13002608,"An Taobh Siar agus Nis",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
21870,"Malcolm Ivor McTaggart",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
21876,"Iain MacLean Macaulay",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
21880,"Gordon Murray","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
21892,"John Murdo MacMillan",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85654,"Tracey Dinner",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85655,"Malcolm Kenneth Macdonald",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85656,"Duncan Macinnes",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85657,"Calum Barney Mackay",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85658,"Maxi Macneill",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
85659,"Willie Macrae",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003142,S13003142,"Steòrnabhagh a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10
21871,"Donald Finlayson Crichton",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003136,S13003136,"Loch a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
21873,"John A MacIver","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003136,S13003136,"Loch a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
21875,"Calum MacLean",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003136,S13003136,"Loch a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
74512,"Hazel Mansfield",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003136,S13003136,"Loch a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
85653,"Catriona Murray",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003136,S13003136,"Loch a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
21883,"Rae MacKenzie","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
21885,"Angus McCormack",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
74672,"Callum Ian MacMillan",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
85660,"Frank Stephen Burns",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
85661,"Archie Macdonald",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
85662,"Frances Murray","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
85663,"George Murray",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003141,S13003141,"Steòrnabhagh a Deas",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7
21890,"Norrie Tomsh MacDonald",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003139,S13003139,"Sgìre an Rubha",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
21894,"Finlay MacKenzie Stewart",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003139,S13003139,"Sgìre an Rubha",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
21897,"Angus Morrison",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003140,S13003140,"Sgìre nan Loch",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
72885,"Annie Macdonald",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003140,S13003140,"Sgìre nan Loch",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
85651,"Robert Mackenzie",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003140,S13003140,"Sgìre nan Loch",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
85652,"Norman Smith","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003140,S13003140,"Sgìre nan Loch",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
21899,"Paul Finnegan",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003137,S13003137,"Na Hearadh",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
21904,"John Graham Mitchell","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003137,S13003137,"Na Hearadh",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
72884,"Grant Fulton",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003137,S13003137,"Na Hearadh",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
21909,"Roddy MacKay","Scottish Green Party",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21910,"Iain Murdoch Macleod",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21914,"Andrew Walker",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21918,"Calum MacMillan","Alba Party",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21919,"Iain Archie MacNeil",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21921,"Donnie Steele",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21922,"Paul Francis Steele",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
85647,"Susan Thomson","Scottish National Party (SNP)",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003143,S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8
21913,"Uisdean Robertson",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003144,S13003144,"Uibhist a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
85649,"Kenny Barker","Conservative and Unionist Party",na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003144,S13003144,"Uibhist a Tuath",1,0,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
85650,"Mustapha Hocine",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003144,S13003144,"Uibhist a Tuath",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
85664,"Kenneth John Maclean",Independent,na-h-eileanan-an-iar,"Comhairle nan Eilean Siar",local.na-h-eileanan-an-iar.2022-05-05,gss-S13003135,S13003135,"Barraigh agus Bhatarsaigh",1,1,"Not elected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2004,"Andrew Wood","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002886,S13002886,"Mid and Upper Nithsdale",1,1,Elected,4,629,2.8768,631.8768,10.9504,642.8272,497.11686,1139.94,,,,,,,,,,,,,,,,,,,8242,4018,3972,46,994,3,5
5896,"Kyle Thornton","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002886,S13002886,"Mid and Upper Nithsdale",1,0,Excluded,3,591,5.60976,596.60976,16.34005,612.94981,-612.94981,0,,,,,,,,,,,,,,,,,,,8242,4018,3972,46,994,3,5
22102,"Jim Dempster",Independent,dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002886,S13002886,"Mid and Upper Nithsdale",1,1,Elected,1,1087,0,1087,-93,994,0,994,,,,,,,,,,,,,,,,,,,8242,4018,3972,46,994,3,5
72701,"Tony Berretti","Scottish National Party (SNP)",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002886,S13002886,"Mid and Upper Nithsdale",1,1,Elected,1,1161,-167,994,0,994,0,994,,,,,,,,,,,,,,,,,,,8242,4018,3972,46,994,3,5
86225,"Callum Jamieson","Labour Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002886,S13002886,"Mid and Upper Nithsdale",1,0,"Not elected",,504,91.3384,595.3384,34.81885,630.15725,33.88832,664.04557,,,,,,,,,,,,,,,,,,,8242,4018,3972,46,994,3,5
2243,"Richard Brodie","Liberal Democrats",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,1,Elected,6,902,9.71712,911.71712,12.63024,924.34736,71.13822,995.48558,21.96804,1017.45362,379.15362,1396.61,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
22107,"Ian Carruthers","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,1,Elected,1,1118,-97,1021,0,1021,0,1021,0,1021,0,1021,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
22108,"Sean Marshall","Labour Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,1,Elected,4,975,7.3746,982.3746,20.74968,1003.12428,59.91706,1063.04,-42.04134,1021,0,1021,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
22112,"Allan Weild","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,0,Excluded,5,839,70.01532,909.01532,1.95468,910.97,10.48582,921.45582,5.12287,926.57869,-926.57869,0,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
84779,"Cameron Garrett","Scottish Green Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,0,Excluded,3,166,0.69408,166.69408,29.16984,195.86392,-195.86392,0,0,0,0,0,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
86241,"George Jamieson","Scottish National Party (SNP)",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002889,S13002889,"Annandale South",1,1,Elected,1,1104,0,1104,-83,1021,0,1021,0,1021,0,1021,,,,,,,,,,,,,,,11245,5198,5104,94,1021,4,6
4323,"Archie Dryburgh","Labour Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,1,Elected,5,880,8.44864,888.44864,20.19648,908.64512,64.4736,973.11872,287.09824,1260.22,-232.21696,1028,0,1028,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
22118,"Karen Carruthers","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,1,Elected,1,1140,-112,1028,0,1028,0,1028,0,1028,0,1028,0,1028,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
22119,"Denis Male",Independent,dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,1,Elected,7,633,6.09088,639.09088,10,649.09088,38.37536,687.46624,109.09824,796.56448,78.52444,875.08892,315.53462,1190.62,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
22121,"Ron Tait","Conservative and Unionist Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,0,Excluded,6,614,79.0832,693.0832,6.58944,699.67264,13.08064,712.75328,12.19648,724.94976,26.88892,751.83868,-751.83868,0,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
74396,"Kirsten Herbst-Gray","Liberal Democrats",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,0,Excluded,3,137,4.61728,141.61728,18.19648,159.81376,-159.81376,0,0,0,0,0,0,0,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
86210,"Stephen Paul Mattock","Scottish Green Party",dumfries-and-galloway,"Dumfries and Galloway",local.dumfries-and-galloway.2022-05-05,gss-S13002891,S13002891,"Annandale East and Eskdale",1,0,Excluded,2,107,1.27712,108.27712,-108.27712,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8699,4190,4108,82,1028,3,7
